ZIP code,State,City,Average annual cost,Percent difference from national average
55607,Minnesota,Isabella,1914,1
55609,Minnesota,Knife River,1934,2
55612,Minnesota,Lutsen,1910,1
55613,Minnesota,Schroeder,1910,1
55614,Minnesota,Silver Bay,1898,0
55615,Minnesota,Tofte,1910,1
55616,Minnesota,Two Harbors,1906,0
55701,Minnesota,Adolph,1891,0
55702,Minnesota,Alborn,1916,1
55703,Minnesota,Angora,1948,3
55704,Minnesota,Askov,1970,4
55705,Minnesota,Aurora,1938,2
55706,Minnesota,Babbitt,1911,1
55707,Minnesota,Barnum,1942,2
55708,Minnesota,Biwabik,1908,0
55709,Minnesota,Bovey,1938,2
55710,Minnesota,Britt,1947,3
55711,Minnesota,Brookston,1914,1
55712,Minnesota,Bruno,1948,3
55713,Minnesota,Buhl,1974,4
55716,Minnesota,Calumet,1960,3
55717,Minnesota,Canyon,1914,1
55718,Minnesota,Carlton,1944,2
55719,Minnesota,Chisholm,1947,3
55720,Minnesota,Cloquet,1945,2
55721,Minnesota,Cohasset,1931,2
55722,Minnesota,Coleraine,1962,3
55723,Minnesota,Cook,1930,2
55724,Minnesota,Cotton,1912,1
55725,Minnesota,Crane Lake,1942,2
55726,Minnesota,Cromwell,1951,3
55731,Minnesota,Ely,1912,1
55732,Minnesota,Embarrass,1938,2
55733,Minnesota,Esko,1949,3
55734,Minnesota,Eveleth,1949,3
55735,Minnesota,Finlayson,1988,5
55736,Minnesota,Floodwood,1908,0
55738,Minnesota,Forbes,1919,1
55741,Minnesota,Gilbert,1938,2
55742,Minnesota,Goodland,1944,2
55744,Minnesota,Grand Rapids,1927,1
55746,Minnesota,Hibbing,1934,2
55748,Minnesota,Hill City,1933,2
55749,Minnesota,Holyoke,1950,3
55750,Minnesota,Hoyt Lakes,1924,1
55751,Minnesota,Iron,1949,3
55752,Minnesota,Jacobson,1933,2
55753,Minnesota,Keewatin,1989,5
55756,Minnesota,Kerrick,1942,2
55757,Minnesota,Kettle River,1963,3
55758,Minnesota,Kinney,1968,4
55760,Minnesota,McGregor,1962,3
55763,Minnesota,Makinen,1919,1
55764,Minnesota,Marble,1979,4
55765,Minnesota,Meadowlands,1920,1
55766,Minnesota,Melrude,1912,1
55767,Minnesota,Moose Lake,1952,3
55768,Minnesota,Mountain Iron,1951,3
55769,Minnesota,Nashwauk,1942,2
55771,Minnesota,Orr,1929,2
55772,Minnesota,Nett Lake,1916,1
55775,Minnesota,Pengilly,1946,2
55779,Minnesota,Saginaw,1908,0
55780,Minnesota,Sawyer,1954,3
55781,Minnesota,Side Lake,1938,2
55782,Minnesota,Soudan,1901,0
55783,Minnesota,Sturgeon Lake,1959,3
55784,Minnesota,Swan River,1934,2
55785,Minnesota,Swatara,1861,-2
55786,Minnesota,Bovey,1964,3
55787,Minnesota,Tamarack,1971,4
55790,Minnesota,Tower,1929,2
55791,Minnesota,Twig,1923,1
55792,Minnesota,Virginia,1939,2
55793,Minnesota,Warba,1928,2
55795,Minnesota,Willow River,1971,4
55796,Minnesota,Winton,1885,-1
55797,Minnesota,Wrenshall,1946,2
55798,Minnesota,Wright,1974,4
55802,Minnesota,Duluth,1905,0
55803,Minnesota,Duluth,1902,0
55804,Minnesota,Duluth,1907,0
55805,Minnesota,Duluth,1906,0
55806,Minnesota,Duluth,1905,0
55807,Minnesota,Duluth,1905,0
55808,Minnesota,Duluth,1904,0
55810,Minnesota,Proctor,1906,0
55811,Minnesota,Duluth,1902,0
55812,Minnesota,Duluth,1908,0
55901,Minnesota,Rochester,1767,-7
55902,Minnesota,Rochester,1769,-7
55904,Minnesota,Rochester,1771,-7
55906,Minnesota,Rochester,1770,-7
55909,Minnesota,Adams,1899,0
55910,Minnesota,Altura,1874,-1
55912,Minnesota,Austin,1910,1
55917,Minnesota,Blooming Prairie,1914,1
55918,Minnesota,Brownsdale,1892,0
55919,Minnesota,Brownsville,1851,-3
55920,Minnesota,Byron,1818,-4
55921,Minnesota,Caledonia,1859,-2
55922,Minnesota,Canton,1891,0
55923,Minnesota,Chatfield,1892,0
55924,Minnesota,Claremont,1885,-1
55925,Minnesota,Dakota,1863,-2
55926,Minnesota,Dexter,1892,0
55927,Minnesota,Dodge Center,1869,-2
55929,Minnesota,Dover,1852,-2
55931,Minnesota,Eitzen,1861,-2
55932,Minnesota,Elgin,1901,0
55933,Minnesota,Elkton,1900,0
55934,Minnesota,Eyota,1852,-2
55935,Minnesota,Fountain,1890,0
55936,Minnesota,Grand Meadow,1890,0
55939,Minnesota,Harmony,1890,0
55940,Minnesota,Hayfield,1872,-1
55941,Minnesota,Hokah,1854,-2
55943,Minnesota,Houston,1861,-2
55944,Minnesota,Kasson,1872,-1
55945,Minnesota,Kellogg,1905,0
55946,Minnesota,Kenyon,1941,2
55947,Minnesota,La Crescent,1850,-3
55949,Minnesota,Lanesboro,1889,-1
55951,Minnesota,Le Roy,1899,0
55952,Minnesota,Lewiston,1867,-2
55953,Minnesota,Lyle,1895,0
55954,Minnesota,Mabel,1890,0
55955,Minnesota,Mantorville,1875,-1
55956,Minnesota,Mazeppa,1910,1
55957,Minnesota,Millville,1908,0
55959,Minnesota,Minnesota City,1872,-1
55960,Minnesota,Oronoco,1816,-4
55961,Minnesota,Ostrander,1885,-1
55962,Minnesota,Peterson,1888,-1
55963,Minnesota,Pine Island,1824,-4
55964,Minnesota,Plainview,1897,0
55965,Minnesota,Preston,1890,0
55967,Minnesota,Racine,1890,0
55968,Minnesota,Reads Landing,1919,1
55969,Minnesota,Rollingstone,1853,-2
55970,Minnesota,Rose Creek,1894,0
55971,Minnesota,Rushford,1889,-1
55972,Minnesota,St. Charles,1887,-1
55973,Minnesota,Sargeant,1903,0
55974,Minnesota,Spring Grove,1851,-3
55975,Minnesota,Spring Valley,1892,0
55976,Minnesota,Stewartville,1808,-5
55977,Minnesota,Taopi,1900,0
55979,Minnesota,Utica,1856,-2
55981,Minnesota,Wabasha,1905,0
55982,Minnesota,Waltham,1904,0
55983,Minnesota,Wanamingo,1928,2
55985,Minnesota,West Concord,1868,-2
55987,Minnesota,Winona,1821,-4
55988,Minnesota,Stockton,1840,-3
55990,Minnesota,Wykoff,1884,-1
55991,Minnesota,Zumbro Falls,1909,1
55992,Minnesota,Zumbrota,1923,1
56001,Minnesota,Mankato,1906,0
56003,Minnesota,North Mankato,1921,1
56007,Minnesota,Albert Lea,1943,2
56009,Minnesota,Alden,1959,3
56010,Minnesota,Amboy,1931,2
56011,Minnesota,Belle Plaine,2087,10
56013,Minnesota,Blue Earth,1958,3
56014,Minnesota,Bricelyn,1961,3
56016,Minnesota,Clarks Grove,1945,2
56017,Minnesota,Cleveland,1954,3
56019,Minnesota,Comfrey,1934,2
56020,Minnesota,Conger,1964,3
56021,Minnesota,Courtland,1920,1
56022,Minnesota,Darfur,1978,4
56023,Minnesota,Delavan,1958,3
56024,Minnesota,Eagle Lake,1931,2
56025,Minnesota,Easton,1960,3
56026,Minnesota,Ellendale,1939,2
56027,Minnesota,Elmore,1958,3
56028,Minnesota,Elysian,1955,3
56029,Minnesota,Emmons,1956,3
56030,Minnesota,Essig,1930,2
56031,Minnesota,Fairmont,1949,3
56032,Minnesota,Freeborn,1959,3
56033,Minnesota,Frost,1963,3
56034,Minnesota,Garden City,1936,2
56036,Minnesota,Glenville,1929,2
56037,Minnesota,Good Thunder,1931,2
56039,Minnesota,Granada,1950,3
56041,Minnesota,Hanska,1921,1
56042,Minnesota,Hartland,1956,3
56043,Minnesota,Hayward,1938,2
56044,Minnesota,Henderson,2002,5
56045,Minnesota,Hollandale,1926,1
56047,Minnesota,Huntley,1973,4
56048,Minnesota,Janesville,1934,2
56050,Minnesota,Kasota,1957,3
56051,Minnesota,Kiester,1960,3
56052,Minnesota,Kilkenny,1965,3
56054,Minnesota,Lafayette,1920,1
56055,Minnesota,Lake Crystal,1925,1
56056,Minnesota,La Salle,1969,4
56057,Minnesota,Le Center,1954,3
56058,Minnesota,Le Sueur,1948,3
56060,Minnesota,Lewisville,1975,4
56062,Minnesota,Madelia,1936,2
56063,Minnesota,Madison Lake,1932,2
56065,Minnesota,Mapleton,1932,2
56068,Minnesota,Minnesota Lake,1966,4
56069,Minnesota,Montgomery,1965,3
56071,Minnesota,New Prague,2088,10
56072,Minnesota,New Richland,1942,2
56073,Minnesota,New Ulm,1916,1
56074,Minnesota,Nicollet,1922,1
56075,Minnesota,Northrop,1948,3
56078,Minnesota,Pemberton,1925,1
56080,Minnesota,Saint Clair,1923,1
56081,Minnesota,St. James,1967,4
56082,Minnesota,St. Peter,1922,1
56083,Minnesota,Sanborn,1996,5
56084,Minnesota,Searles,1918,1
56085,Minnesota,Sleepy Eye,1928,2
56087,Minnesota,Springfield,1978,4
56088,Minnesota,Truman,1951,3
56089,Minnesota,Twin Lakes,1938,2
56090,Minnesota,Vernon Center,1939,2
56091,Minnesota,Waldorf,1953,3
56093,Minnesota,Waseca,1940,2
56096,Minnesota,Waterville,1954,3
56097,Minnesota,Wells,1969,4
56098,Minnesota,Winnebago,1960,3
56101,Minnesota,Windom,2010,6
56110,Minnesota,Adrian,2003,5
56111,Minnesota,Alpha,2012,6
56113,Minnesota,Arco,2051,8
56114,Minnesota,Avoca,2010,6
56115,Minnesota,Balaton,2022,6
56116,Minnesota,Beaver Creek,1984,4
56117,Minnesota,Bigelow,1998,5
56118,Minnesota,Bingham Lake,2010,6
56119,Minnesota,Brewster,2005,6
56120,Minnesota,Butterfield,1980,4
56121,Minnesota,Ceylon,1957,3
56122,Minnesota,Chandler,1999,5
56123,Minnesota,Currie,1995,5
56125,Minnesota,Dovray,2005,6
56127,Minnesota,Dunnell,1964,3
56128,Minnesota,Edgerton,1998,5
56129,Minnesota,Ellsworth,1995,5
56131,Minnesota,Fulda,1999,5
56132,Minnesota,Garvin,2021,6
56134,Minnesota,Hardwick,1985,5
56136,Minnesota,Hendricks,2054,8
56137,Minnesota,Heron Lake,1988,5
56138,Minnesota,Hills,1982,4
56139,Minnesota,Holland,2004,6
56140,Minnesota,Ihlen,1996,5
56141,Minnesota,Iona,2001,5
56142,Minnesota,Ivanhoe,2038,7
56143,Minnesota,Jackson,2012,6
56144,Minnesota,Jasper,1999,5
56145,Minnesota,Jeffers,2010,6
56146,Minnesota,Kanaranzi,1996,5
56147,Minnesota,Kenneth,1986,5
56149,Minnesota,Lake Benton,2050,8
56150,Minnesota,Lakefield,2000,5
56151,Minnesota,Lake Wilson,2004,6
56152,Minnesota,Lamberton,2009,6
56153,Minnesota,Leota,1995,5
56155,Minnesota,Lismore,2005,6
56156,Minnesota,Luverne,1991,5
56157,Minnesota,Lynd,2024,7
56158,Minnesota,Magnolia,1993,5
56159,Minnesota,Mountain Lake,2007,6
56160,Minnesota,Odin,1983,4
56161,Minnesota,Okabena,1990,5
56162,Minnesota,Ormsby,1959,3
56164,Minnesota,Pipestone,2012,6
56165,Minnesota,Reading,2012,6
56166,Minnesota,Revere,2003,5
56167,Minnesota,Round Lake,1993,5
56168,Minnesota,Rushmore,1998,5
56169,Minnesota,Russell,2023,7
56170,Minnesota,Ruthton,2011,6
56171,Minnesota,Sherburn,1965,3
56172,Minnesota,Slayton,2013,6
56173,Minnesota,Steen,1997,5
56174,Minnesota,Storden,2005,6
56175,Minnesota,Tracy,2009,6
56176,Minnesota,Trimont,1949,3
56178,Minnesota,Tyler,2050,8
56180,Minnesota,Walnut Grove,2009,6
56181,Minnesota,Welcome,1962,3
56183,Minnesota,Westbrook,1991,5
56185,Minnesota,Wilmont,1998,5
56186,Minnesota,Woodstock,2010,6
56187,Minnesota,Worthington,1996,5
56201,Minnesota,Willmar,1935,2
56207,Minnesota,Alberta,1978,4
56208,Minnesota,Appleton,1966,4
56209,Minnesota,Atwater,1935,2
56210,Minnesota,Barry,1991,5
56211,Minnesota,Beardsley,1969,4
56212,Minnesota,Bellingham,1994,5
56214,Minnesota,Belview,2016,6
56215,Minnesota,Benson,1953,3
56216,Minnesota,Blomkest,1947,3
56218,Minnesota,Boyd,2022,6
56219,Minnesota,Browns Valley,1960,3
56220,Minnesota,Canby,2049,8
56221,Minnesota,Chokio,1966,4
56222,Minnesota,Clara City,2005,6
56223,Minnesota,Clarkfield,2035,7
56224,Minnesota,Clements,2027,7
56225,Minnesota,Clinton,1979,4
56226,Minnesota,Clontarf,1968,4
56227,Minnesota,Correll,1998,5
56228,Minnesota,Cosmos,1989,5
56229,Minnesota,Cottonwood,2046,8
56230,Minnesota,Danube,2040,7
56231,Minnesota,Danvers,1972,4
56232,Minnesota,Dawson,2004,6
56235,Minnesota,Donnelly,1963,3
56236,Minnesota,Dumont,1964,3
56237,Minnesota,Echo,2029,7
56239,Minnesota,Ghent,2010,6
56240,Minnesota,Graceville,1968,4
56241,Minnesota,Granite Falls,2039,7
56243,Minnesota,Grove City,1984,4
56244,Minnesota,Hancock,1968,4
56245,Minnesota,Hanley Falls,2039,7
56248,Minnesota,Herman,1978,4
56249,Minnesota,Holloway,1972,4
56251,Minnesota,Kandiyohi,1938,2
56252,Minnesota,Kerkhoven,1980,4
56253,Minnesota,Lake Lillian,1942,2
56255,Minnesota,Lucan,2021,6
56256,Minnesota,Madison,1998,5
56257,Minnesota,Marietta,1996,5
56258,Minnesota,Marshall,2016,6
56260,Minnesota,Maynard,2002,5
56262,Minnesota,Milan,2023,7
56263,Minnesota,Milroy,2017,6
56264,Minnesota,Minneota,2043,8
56265,Minnesota,Montevideo,2021,6
56266,Minnesota,Morgan,1998,5
56267,Minnesota,Morris,1966,4
56270,Minnesota,Morton,2042,8
56271,Minnesota,Murdock,1978,4
56273,Minnesota,New London,1937,2
56274,Minnesota,Norcross,1992,5
56276,Minnesota,Odessa,1990,5
56277,Minnesota,Olivia,2036,7
56278,Minnesota,Ortonville,1974,4
56279,Minnesota,Pennock,1937,2
56280,Minnesota,Porter,2046,8
56281,Minnesota,Prinsburg,1945,2
56282,Minnesota,Raymond,1947,3
56283,Minnesota,Redwood Falls,2018,6
56284,Minnesota,Renville,2043,8
56285,Minnesota,Sacred Heart,2035,7
56287,Minnesota,Seaforth,2019,6
56288,Minnesota,Spicer,1938,2
56289,Minnesota,Sunburg,1943,2
56291,Minnesota,Taunton,2048,8
56292,Minnesota,Vesta,2008,6
56293,Minnesota,Wabasso,2019,6
56294,Minnesota,Wanda,2025,7
56295,Minnesota,Watson,2016,6
56296,Minnesota,Wheaton,1958,3
56297,Minnesota,Wood Lake,2040,7
56301,Minnesota,St. Cloud,1865,-2
56303,Minnesota,St. Cloud,1865,-2
56304,Minnesota,St. Cloud,1948,3
56307,Minnesota,Albany,1906,0
56308,Minnesota,Alexandria,1901,0
56309,Minnesota,Ashby,1964,3
56310,Minnesota,Avon,1895,0
56311,Minnesota,Barrett,1977,4
56312,Minnesota,Belgrade,1910,1
56313,Minnesota,Bock,2040,7
56314,Minnesota,Bowlus,1897,0
56315,Minnesota,Brandon,1898,0
56316,Minnesota,Brooten,1915,1
56318,Minnesota,Burtrum,1930,2
56319,Minnesota,Carlos,1908,0
56320,Minnesota,Cold Spring,1914,1
56323,Minnesota,Cyrus,1909,1
56324,Minnesota,Dalton,1925,1
56325,Minnesota,Elrosa,1907,0
56326,Minnesota,Evansville,1894,0
56327,Minnesota,Farwell,1921,1
56328,Minnesota,Flensburg,1918,1
56329,Minnesota,Foley,1961,3
56330,Minnesota,Foreston,2026,7
56331,Minnesota,Freeport,1907,0
56332,Minnesota,Garfield,1909,1
56333,Minnesota,Gilman,1966,4
56334,Minnesota,Glenwood,1898,0
56335,Minnesota,Greenwald,1908,0
56336,Minnesota,Grey Eagle,1921,1
56338,Minnesota,Hillman,1882,-1
56339,Minnesota,Hoffman,1971,4
56340,Minnesota,Holdingford,1907,0
56341,Minnesota,Holmes City,1913,1
56342,Minnesota,Isle,1990,5
56343,Minnesota,Kensington,1904,0
56344,Minnesota,Lastrup,1897,0
56345,Minnesota,Little Falls,1901,0
56347,Minnesota,Long Prairie,1937,2
56349,Minnesota,Lowry,1899,0
56350,Minnesota,Mc Grath,1972,4
56352,Minnesota,Melrose,1906,0
56353,Minnesota,Milaca,2038,7
56354,Minnesota,Miltona,1907,0
56355,Minnesota,Nelson,1902,0
56356,Minnesota,New Munich,1901,0
56357,Minnesota,Oak Park,1977,4
56358,Minnesota,Ogilvie,2025,7
56359,Minnesota,Onamia,2001,5
56360,Minnesota,Osakis,1910,1
56361,Minnesota,Parkers Prairie,1934,2
56362,Minnesota,Paynesville,1915,1
56363,Minnesota,Pease,2024,7
56364,Minnesota,Pierz,1900,0
56367,Minnesota,Rice,1973,4
56368,Minnesota,Richmond,1906,0
56371,Minnesota,Roscoe,1899,0
56373,Minnesota,Royalton,1886,-1
56374,Minnesota,St. Joseph,1894,0
56375,Minnesota,Saint Stephen,1892,0
56377,Minnesota,Sartell,1892,0
56378,Minnesota,Sauk Centre,1907,0
56379,Minnesota,Sauk Rapids,1938,2
56381,Minnesota,Starbuck,1910,1
56382,Minnesota,Swanville,1896,0
56384,Minnesota,Upsala,1905,0
56385,Minnesota,Villard,1918,1
56386,Minnesota,Wahkon,2011,6
56387,Minnesota,Waite Park,1860,-2
56388,Minnesota,Saint Cloud,1868,-2
56389,Minnesota,West Union,1918,1
56401,Minnesota,Brainerd,1895,0
56425,Minnesota,Baxter,1893,0
56430,Minnesota,Ah Gwah Ching,1897,0
56431,Minnesota,Aitkin,1966,4
56433,Minnesota,Akeley,1902,0
56434,Minnesota,Aldrich,1910,1
56435,Minnesota,Backus,1898,0
56436,Minnesota,Benedict,1873,-1
56437,Minnesota,Bertha,1937,2
56438,Minnesota,Browerville,1930,2
56440,Minnesota,Clarissa,1922,1
56441,Minnesota,Crosby,1886,-1
56442,Minnesota,Crosslake,1889,-1
56443,Minnesota,Cushing,1887,-1
56444,Minnesota,Deerwood,1888,-1
56446,Minnesota,Eagle Bend,1921,1
56447,Minnesota,Emily,1874,-1
56448,Minnesota,Fifty Lakes,1879,-1
56449,Minnesota,Fort Ripley,1903,0
56450,Minnesota,Garrison,1891,0
56452,Minnesota,Hackensack,1889,-1
56453,Minnesota,Hewitt,1930,2
56455,Minnesota,Ironton,1890,0
56458,Minnesota,Lake George,1886,-1
56459,Minnesota,Lake Hubert,1892,0
56461,Minnesota,Laporte,1884,-1
56464,Minnesota,Menahga,1900,0
56465,Minnesota,Merrifield,1896,0
56466,Minnesota,Motley,1891,0
56467,Minnesota,Nevis,1888,-1
56468,Minnesota,Nisswa,1894,0
56469,Minnesota,Palisade,1966,4
56470,Minnesota,Park Rapids,1900,0
56472,Minnesota,Breezy Point,1884,-1
56473,Minnesota,Pillager,1915,1
56474,Minnesota,Pine River,1894,0
56475,Minnesota,Randall,1889,-1
56477,Minnesota,Sebeka,1902,0
56478,Minnesota,Nimrod,1900,0
56479,Minnesota,Staples,1931,2
56481,Minnesota,Verndale,1910,1
56482,Minnesota,Wadena,1902,0
56484,Minnesota,Walker,1888,-1
56501,Minnesota,Detroit Lakes,1908,0
56510,Minnesota,Ada,1919,1
56511,Minnesota,Audubon,1917,1
56514,Minnesota,Barnesville,1929,2
56515,Minnesota,Battle Lake,1949,3
56516,Minnesota,Bejou,1932,2
56517,Minnesota,Beltrami,1902,0
56518,Minnesota,Bluffton,1954,3
56519,Minnesota,Borup,1929,2
56520,Minnesota,Breckenridge,1944,2
56521,Minnesota,Callaway,1903,0
56522,Minnesota,Campbell,1951,3
56523,Minnesota,Climax,1883,-1
56524,Minnesota,Clitherall,1950,3
56525,Minnesota,Comstock,1950,3
56527,Minnesota,Deer Creek,1963,3
56528,Minnesota,Dent,1955,3
56529,Minnesota,Dilworth,1932,2
56531,Minnesota,Elbow Lake,1984,4
56533,Minnesota,Elizabeth,1939,2
56534,Minnesota,Erhard,1967,4
56535,Minnesota,Erskine,1886,-1
56536,Minnesota,Felton,1931,2
56537,Minnesota,Fergus Falls,1937,2
56540,Minnesota,Fertile,1895,0
56541,Minnesota,Flom,1903,0
56542,Minnesota,Fosston,1895,0
56543,Minnesota,Foxhome,1942,2
56544,Minnesota,Frazee,1915,1
56545,Minnesota,Gary,1913,1
56546,Minnesota,Georgetown,1940,2
56547,Minnesota,Glyndon,1929,2
56548,Minnesota,Halstad,1919,1
56549,Minnesota,Hawley,1931,2
56550,Minnesota,Hendrum,1911,1
56551,Minnesota,Henning,1949,3
56552,Minnesota,Hitterdal,1933,2
56553,Minnesota,Kent,1948,3
56554,Minnesota,Lake Park,1917,1
56556,Minnesota,McIntosh,1884,-1
56557,Minnesota,Mahnomen,1919,1
56560,Minnesota,Moorhead,1931,2
56562,Minnesota,Moorhead,1931,2
56563,Minnesota,Moorhead,1931,2
56565,Minnesota,Nashua,1951,3
56566,Minnesota,Naytahwaush,1924,1
56567,Minnesota,New York Mills,1965,3
56568,Minnesota,Nielsville,1886,-1
56569,Minnesota,Ogema,1911,1
56570,Minnesota,Osage,1928,2
56571,Minnesota,Ottertail,1959,3
56572,Minnesota,Pelican Rapids,1959,3
56573,Minnesota,Perham,1966,4
56574,Minnesota,Perley,1929,2
56575,Minnesota,Ponsford,1920,1
56576,Minnesota,Richville,1967,4
56577,Minnesota,Richwood,1914,1
56578,Minnesota,Rochert,1915,1
56579,Minnesota,Rothsay,1945,2
56580,Minnesota,Sabin,1929,2
56581,Minnesota,Shelly,1909,1
56583,Minnesota,Tintah,1962,3
56584,Minnesota,Twin Valley,1906,0
56585,Minnesota,Ulen,1932,2
56586,Minnesota,Underwood,1956,3
56587,Minnesota,Vergas,1963,3
56588,Minnesota,Vining,1938,2
56589,Minnesota,Waubun,1925,1
56590,Minnesota,Wendell,1981,4
56592,Minnesota,Winger,1894,0
56594,Minnesota,Wolverton,1941,2
56601,Minnesota,Bemidji,1862,-2
56621,Minnesota,Bagley,1891,0
56623,Minnesota,Baudette,1851,-3
56626,Minnesota,Bena,1904,0
56627,Minnesota,Big Falls,1958,3
56628,Minnesota,Bigfork,1953,3
56629,Minnesota,Birchdale,1940,2
56630,Minnesota,Blackduck,1870,-2
56631,Minnesota,Bowstring,1970,4
56633,Minnesota,Cass Lake,1890,0
56634,Minnesota,Clearbrook,1894,0
56636,Minnesota,Deer River,1945,2
56637,Minnesota,Talmoon,1954,3
56639,Minnesota,Effie,1952,3
56641,Minnesota,Federal Dam,1886,-1
56644,Minnesota,Gonvick,1892,0
56646,Minnesota,Gully,1885,-1
56647,Minnesota,Hines,1872,-1
56649,Minnesota,International Falls,1921,1
56650,Minnesota,Kelliher,1882,-1
56651,Minnesota,Lengby,1884,-1
56652,Minnesota,Leonard,1893,0
56653,Minnesota,Littlefork,1940,2
56654,Minnesota,Loman,1950,3
56655,Minnesota,Longville,1889,-1
56657,Minnesota,Marcell,1952,3
56658,Minnesota,Margie,1959,3
56659,Minnesota,Max,1943,2
56660,Minnesota,Mizpah,1977,4
56661,Minnesota,Northome,1942,2
56662,Minnesota,Outing,1890,0
56663,Minnesota,Pennington,1890,0
56666,Minnesota,Ponemah,1875,-1
56667,Minnesota,Puposky,1869,-2
56668,Minnesota,Ranier,1945,2
56669,Minnesota,Kabetogama,1944,2
56670,Minnesota,Redby,1868,-2
56671,Minnesota,Little Rock,1859,-2
56672,Minnesota,Remer,1897,0
56673,Minnesota,Roosevelt,1883,-1
56676,Minnesota,Shevlin,1895,0
56678,Minnesota,Solway,1880,-1
56679,Minnesota,South International Falls,1952,3
56680,Minnesota,Spring Lake,1961,3
56681,Minnesota,Squaw Lake,1944,2
56682,Minnesota,Swift,1893,0
56683,Minnesota,Tenstrike,1871,-1
56684,Minnesota,Trail,1885,-1
56685,Minnesota,Waskish,1888,-1
56686,Minnesota,Williams,1863,-2
56688,Minnesota,Wirt,1954,3
56701,Minnesota,Thief River Falls,1851,-3
56710,Minnesota,Alvarado,1904,0
56711,Minnesota,Angle Inlet,1869,-2
56713,Minnesota,Argyle,1895,0
56714,Minnesota,Badger,1892,0
56715,Minnesota,Brooks,1910,1
56716,Minnesota,Crookston,1873,-1
56720,Minnesota,Donaldson,1904,0
56721,Minnesota,East Grand Forks,1873,-1
56722,Minnesota,Euclid,1887,-1
56723,Minnesota,Fisher,1873,-1
56724,Minnesota,Gatzke,1906,0
56725,Minnesota,Goodridge,1867,-2
56726,Minnesota,Greenbush,1890,0
56727,Minnesota,Grygla,1898,0
56728,Minnesota,Hallock,1885,-1
56729,Minnesota,Halma,1892,0
56731,Minnesota,Humboldt,1885,-1
56732,Minnesota,Karlstad,1883,-1
56733,Minnesota,Kennedy,1895,0
56734,Minnesota,Lake Bronson,1883,-1
56735,Minnesota,Lancaster,1893,0
56736,Minnesota,Mentor,1879,-1
56737,Minnesota,Middle River,1889,-1
56738,Minnesota,Newfolden,1892,0
56740,Minnesota,Noyes,1897,0
56741,Minnesota,Oak Island,1864,-2
56742,Minnesota,Oklee,1915,1
56744,Minnesota,Oslo,1900,0
56748,Minnesota,Plummer,1910,1
56750,Minnesota,Red Lake Falls,1897,0
56751,Minnesota,Roseau,1881,-1
56754,Minnesota,Saint Hilaire,1859,-2
56755,Minnesota,Saint Vincent,1896,0
56756,Minnesota,Salol,1900,0
56757,Minnesota,Stephen,1894,0
56758,Minnesota,Strandquist,1899,0
56759,Minnesota,Strathcona,1900,0
56760,Minnesota,Viking,1902,0
56761,Minnesota,Wannaska,1898,0
56762,Minnesota,Warren,1896,0
56763,Minnesota,Warroad,1880,-1
57001,South Dakota,Alcester,2511,32
57002,South Dakota,Aurora,2357,24
57003,South Dakota,Baltic,2407,27
57004,South Dakota,Beresford,2473,30
57005,South Dakota,Brandon,2318,22
57006,South Dakota,Brookings,2299,21
57007,South Dakota,Brookings,2321,22
57010,South Dakota,Burbank,2537,34
57012,South Dakota,Canistota,2436,28
57013,South Dakota,Canton,2470,30
57014,South Dakota,0,2488,31
57015,South Dakota,Chancellor,2474,30
57016,South Dakota,0,2397,26
57017,South Dakota,0,2382,25
57018,South Dakota,Colton,2375,25
57020,South Dakota,Crooks,2429,28
57021,South Dakota,Davis,2465,30
57022,South Dakota,Dell Rapids,2394,26
57024,South Dakota,Egan,2383,25
57025,South Dakota,Elk Point,2559,35
57026,South Dakota,Elkton,2377,25
57027,South Dakota,Fairview,2499,32
57028,South Dakota,Flandreau,2352,24
57029,South Dakota,Freeman,2471,30
57030,South Dakota,Garretson,2397,26
57031,South Dakota,0,2545,34
57032,South Dakota,Harrisburg,2421,27
57033,South Dakota,Hartford,2403,27
57034,South Dakota,Hudson,2490,31
57035,South Dakota,0,2420,27
57036,South Dakota,Hurley,2448,29
57037,South Dakota,Irene,2499,32
57038,South Dakota,0,2621,38
57039,South Dakota,Lennox,2389,26
57040,South Dakota,Lesterville,2540,34
57041,South Dakota,Lyons,2439,28
57042,South Dakota,Madison,2369,25
57043,South Dakota,Marion,2450,29
57045,South Dakota,Menno,2494,31
57046,South Dakota,Mission Hill,2534,33
57047,South Dakota,Monroe,2439,28
57048,South Dakota,0,2388,26
57049,South Dakota,Dakota Dunes,2641,39
57050,South Dakota,Nunda,2350,24
57051,South Dakota,Oldham,2353,24
57052,South Dakota,Olivet,2498,32
57053,South Dakota,0,2429,28
57054,South Dakota,Ramona,2356,24
57055,South Dakota,Crooks,2417,27
57057,South Dakota,Rutland,2366,25
57058,South Dakota,Salem,2406,27
57059,South Dakota,Scotland,2569,35
57061,South Dakota,Sinai,2408,27
57062,South Dakota,Springfield,2592,36
57063,South Dakota,Tabor,2590,36
57064,South Dakota,Tea,2375,25
57065,South Dakota,Trent,2409,27
57066,South Dakota,Tyndall,2598,37
57067,South Dakota,Utica,2531,33
57068,South Dakota,Valley Springs,2407,27
57069,South Dakota,Vermillion,2526,33
57070,South Dakota,Viborg,2505,32
57071,South Dakota,Volga,2341,23
57072,South Dakota,Volin,2516,32
57073,South Dakota,Wakonda,2581,36
